SURVEY ROUND,SITE NAME,STATE,LGA,WARD,LATITUDE,LONGITUDE,SITE MANAGEMENT AGENCY (SMA),SMA TYPE,REGISTRATION ACTIVITY,SUPPORT WASH,SUPPORT HEALTH,SUPPORT SHELTER/NFI,SUPPORT FOOD,SUPPORT PROTECTION,SUPPORT EDUCATION,SUPPORT LIVELIHOOD,SITE CLASSIFICATION,SITE TYPE,LAND OWNERSHIP,COMMON SHELTER TYPE,NO OF HOUSEHOLDS,INFANTS MALE,INFANTS FEMALE,CHILDREN MALE,CHILDREN FEMALE,YOUTH MALE,YOUTH FEMALE,ADULT MALE,ADULT FEMALE,ELDERLY MALE,ELDERLY FEMALE,TOTAL NUMBER OF IDPS,PREVIOUSLY BEEN DISPLACED,INTENDED RETURN AREA,WHY NOT RETURN,NO SHELTER,TENTS,MAKESHIFT,INDOORS,ACCESS ELECTRICITY,ACCESS SAFE COOKING,HAVE PRIVATE AREAS,HAVE MOSQUITO NETS,MOST NEEDED NFI,WATER SOURCE LOCATION,DRINKING WATER SOURCE,WATER CONSUMPTION,DRINKING WATER POTABLE,DRINKING WATER QUALITY COMPLAINTS,LATRINE CONDITION,FUNCTIONING TOILET,GARBAGE DISPOSAL,SOLID WASTE PROBLEM,HAND WASHING STATIONS,HYGIENE PROMOTION CAMPAIGN,OPEN DEFECATION,ACCESS TO FOOD,ACCESS TO MARKET,DISTRIBUTION FREQUENCY,OBTAINING FOOD,MALNUTRITION SCREENING,MOST PREVALENT HEALTH PROBLEM,ACCESS TO MEDICINE,ACCESS TO HEALTH FACILITY,LOCATION HEALTH FACILITY,HEALTH FACILITIES PROVIDER,ACCESS TO EDUCATION,EDUCATION LOCATION,ATTENDING SCHOOL,MAJORITY OCCUPATION,ACCESS TO INCOME,LIVESTOCK,CULTIVATION,SOURCE OF INFORMATION FOR MOST RESIDENTS,MAIN TOPIC IDP'S IS REQUESTING INFORMATION,SERIOUS PROBLEM DUE TO LACK OF INFORMATION
14,ABONG I,TARABA,KURMI,ABONG,6.99425,10.74216,No,,No,No,No,Yes,Yes,No,Yes,No,Host Communities,Host Communities,Private Building,Host family house,16,5,6,5,8,23,38,12,16,0,0,113,No,"None, stay here",House damaged/destroyed,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,Off-site (>10 mn),Unprotected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,No,Yes but no soap/water inside,No,Yes,No,No,Irregular,Cultivated,No,Diarrhea,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Farming,No,No,Yes,Families/Friends,Situation in areas of origin,No
14,ABONG II,TARABA,KURMI,ABONG,6.98675,10.74029,No,,No,No,No,Yes,Yes,No,Yes,No,Host Communities,Host Communities,Private Building,Host family house,9,0,3,2,8,5,7,10,16,0,2,53,No,"None, stay here",House damaged/destroyed,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,On-site (<10 mn),Unprotected well,5 - 10 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,No,Never,Cultivated,No,Diarrhea,No,No,None,Local clinic,Yes,Off-site,<25%,Farming,No,No,Yes,Radio/news,Other relief assistance,No
14,ABONG III,TARABA,KURMI,ABONG,6.99123,10.742,No,,No,Yes,No,Yes,Yes,No,Yes,No,Host Communities,Host Communities,Private Building,Host family house,5,0,0,5,3,11,17,5,7,0,0,48,No,"None, stay here",House damaged/destroyed,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,On-site (<10 mn),Unprotected well,5 - 10 ltr,No,Yes,Non usable,0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,Yes,Never,None,No,Diarrhea,No,Yes,Off-site (>3 km),Government,Yes,On-site,<25%,Farming,No,No,Yes,Mobile phone,Situation in areas of origin,No
14,BAISSA I,TARABA,KURMI,BAISSA,7.23193,10.62804,No,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,24,7,11,8,17,16,27,25,28,0,4,143,No,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,On-site (>10 mn),Unprotected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),5,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Malaria,Yes,Yes,On-site (>3 km),Government,Yes,On-site,<25%,Farming,Yes,No,Yes,Mobile phone,Other relief assistance,No
14,BAISSA II,TARABA,KURMI,BAISSA,7.23696,10.6262,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,7,0,0,3,2,5,5,6,7,3,5,36,No,"None, stay here",House damaged/destroyed,None,None,None,<75%,<25%,<25%,None,None,Blankets/Mats,Off-site (>10 mn),Unprotected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),4,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,Malaria,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<25%,Farming,Yes,No,Yes,Authorities,How to get information,No
14,BAISSA III,TARABA,KURMI,BAISSA,7.22345,10.63504,No,,No,Yes,No,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,12,1,4,3,7,4,8,6,17,0,2,52,No,"None, stay here",House damaged/destroyed,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,On-site (<10 mn),Unprotected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,No,Never,Cultivated,No,Malaria,Yes,Yes,Off-site (>3 km),Local clinic,Yes,On-site,<25%,Farming,Yes,No,Yes,Authorities,Other relief assistance,No
14,DIDAN,TARABA,KURMI,DIDAN,7.33019,10.54108,No,,No,No,No,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,11,7,4,6,14,6,14,8,21,13,8,101,No,"None, stay here",House damaged/destroyed,None,None,None,>75%,None,<25%,None,None,Kitchen sets,Off-site (>10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),11,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,Cultivated,No,Malaria,Yes,Yes,Off-site (>3 km),Government,Yes,On-site,<25%,Farming,Yes,Yes,Yes,Families/Friends,Situation in areas of origin,No
14,SABON GIDA,TARABA,KURMI,DIDAN,7.34892,10.49879,No,,No,Yes,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,6,0,0,0,0,4,9,6,8,0,0,27,No,"None, stay here",Lack of safety,None,None,None,>75%,None,<50%,None,None,Blankets/Mats,On-site (>10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),6,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,Cultivated,No,Malaria,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<25%,Farming,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,DANBEKI,TARABA,KURMI,DIDAN,7.31941,10.57122,No,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,7,1,2,3,5,10,12,8,13,2,3,59,No,"None, stay here",House damaged/destroyed,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,On-site (<10 mn),Unprotected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),7,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,Cultivated,No,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<25%,Farming,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,SHAJU,TARABA,KURMI,DIDAN,7.32924,10.53816,No,,No,No,Yes,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,8,3,5,5,8,6,7,10,12,2,3,61,No,"None, stay here",House damaged/destroyed,None,None,None,>75%,None,<50%,None,None,Kitchen sets,Off-site (>10 mn),Unprotected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),8,No waste disposal system,Yes,Yes,No,No,No,No,Never,Cultivated,No,Malnutrition,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<25%,Farming,Yes,Yes,Yes,Families/Friends,Other relief assistance,No
14,GIDAN YARO ,TARABA,KURMI,NDAFORO/GEANDA,7.21815,10.55246,No,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Public/Government,Community center,5,3,1,4,6,4,9,4,8,0,0,39,No,"None, stay here",House damaged/destroyed,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,On-site (<10 mn),Unprotected well,5 - 10 ltr,No,Yes,Not so good (Not hygienic),7,Garbage pit,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Cough,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<25%,Farming,Yes,No,Yes,Radio/news,Situation in areas of origin,No
14,TAMPWA,TARABA,KURMI,NDAFORO/GEANDA,7.21604,10.58231,No,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,6,0,0,5,6,12,16,4,8,0,0,51,No,"None, stay here",House damaged/destroyed,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,On-site (<10 mn),Unprotected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),7,Garbage pit,Yes,Yes,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<25%,Farming,Yes,No,Yes,Local Leader,Situation in areas of origin,No
14,NDAFORO ,TARABA,KURMI,NDAFORO/GEANDA,7.2001,10.6209,No,,No,Yes,Yes,Yes,Yes,No,Yes,No,Host Communities,Host Communities,Private Building,Host family house,6,0,0,2,4,3,5,3,10,0,0,27,No,"None, stay here",Lack of safety,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,On-site (>10 mn),Ponds/canals,10 - 15 ltr,No,Yes,Not so good (Not hygienic),7,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<25%,Farming,No,Yes,Yes,Radio/news,Situation in areas of origin,No
14,GWANDA,TARABA,KURMI,NDAFORO/GEANDA,7.21815,10.55246,No,,No,Yes,Yes,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,28,5,14,18,25,27,34,32,23,0,0,178,No,"None, stay here",Basic infrastructures damaged/flooded,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,On-site (>10 mn),Lake/dam,>15 ltr,No,Yes,Not so good (Not hygienic),28,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,No,Never,Cultivated,No,Malnutrition,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<25%,Farming,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,KOFAR HAKIMI ,TARABA,LAU,ABBARE I,9.25392,11.62028,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,2,0,0,0,0,2,3,3,2,0,0,10,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<25%,<50%,<25%,Plastic sheeting,Off-site (<10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),2,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<25%,Petty trade,Yes,No,No,Radio/news,Situation in areas of origin,No
14,BAKIN KASUWA  ,TARABA,LAU,ABBARE I,9.25254,11.62028,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,2,0,0,0,0,3,2,2,2,0,0,9,No,Place of origin,Basic infrastructures damaged/flooded,None,None,None,>75%,<25%,<25%,<25%,<25%,Plastic sheeting,Off-site (<10 mn),Protected well,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Malaria,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<50%,Petty trade,Yes,No,No,Radio/news,Situation in areas of origin,No
14,MIJINYAWA,TARABA,LAU,ABBARE I,9.15149,11.37147,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,2,0,0,0,0,2,3,3,3,0,0,11,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<25%,<50%,<25%,Plastic sheeting,Off-site (<10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),2,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<25%,Petty trade,Yes,No,No,Radio/news,Situation in areas of origin,No
14,DANDALI,TARABA,LAU,ABBARE I,9.15369,11.37252,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,2,0,0,0,0,5,6,3,4,0,0,18,No,Place of origin,Basic infrastructures damaged/flooded,None,None,None,>75%,<25%,<25%,<25%,<25%,Plastic sheeting,Off-site (<10 mn),Unprotected well,>15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Malaria,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<50%,Petty trade,Yes,No,No,Radio/news,Situation in areas of origin,No
14,ANGUWAN JAURO ,TARABA,LAU,ABBERE II,9.24539,11.61844,No,,No,Yes,No,Yes,Yes,No,No,No,Host Communities,Host Communities,Private Building,Host family house,3,0,0,0,0,3,4,2,3,0,0,12,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<50%,<25%,Kitchen sets,On-site (<10 mn),Ponds/canals,10 - 15 ltr,No,Yes,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Distribution,No,Fever,No,Yes,Off-site (>3 km),Local clinic,Yes,Off-site,<25%,Farming,No,No,Yes,Radio/news,Other relief assistance,No
14,NASARAWA,TARABA,LAU,ABBERE II,9.24409,11.61877,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,4,0,0,0,0,5,5,5,5,0,0,20,No,Place of origin,No livelihood,None,None,None,>75%,<25%,<25%,<25%,<25%,Plastic sheeting,Off-site (<10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),4,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Wound infection,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<50%,Petty trade,Yes,No,No,Mobile phone,Safety and Security,No
14,GARIN DOGO,TARABA,LAU,GARIN DOGO,9.15913,11.31916,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,1,0,0,1,1,2,1,2,3,0,0,10,No,Place of origin,No livelihood,None,None,None,>75%,None,<25%,<50%,<25%,Plastic sheeting,Off-site (<10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),1,Garbage pit,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Cough,No,Yes,Off-site (>3 km),Government,Yes,Off-site,<50%,Daily labourer,Yes,No,No,Mobile phone,Other relief assistance,No
14,L.C.C.N AREA,TARABA,LAU,JIMLARI,9.09642,11.47415,No,,No,No,No,Yes,No,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,2,0,0,1,0,2,2,2,2,0,0,9,No,Place of origin,Basic infrastructures damaged/flooded,None,None,None,>75%,<75%,<75%,<50%,<25%,Mosquito nets,Off-site (<10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),2,Burning,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,Cultivated,No,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<50%,Pastoralism,Yes,Yes,Yes,Mobile phone,Situation in areas of origin,No
14,GIDAN BIREDI ,TARABA,LAU,JIMLARI,9.09926,11.47267,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,2,0,0,0,0,3,3,2,2,0,0,10,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,<50%,<25%,Plastic sheeting,Off-site (<10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),2,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Fever,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<50%,Petty trade,Yes,No,No,Mobile phone,Safety and Security,No
14,MARARABA KUNINI,TARABA,LAU,JIMLARI,9.06015,11.43117,No,,No,Yes,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,2,1,0,0,0,2,2,2,3,0,0,10,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<75%,<50%,<25%,Kitchen sets,On-site (<10 mn),Protected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),2,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Malaria,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<25%,Petty trade,Yes,No,No,Radio/news,Other relief assistance,No
14,JIMLARI PRI SCH,TARABA,LAU,JIMLARI,9.06484,11.43472,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,School,4,0,0,0,0,3,3,1,3,0,0,10,No,Place of origin,Basic infrastructures damaged/flooded,None,None,None,>75%,<50%,<50%,<50%,<25%,Kitchen sets,Off-site (<10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),4,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Fever,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<50%,Petty trade,Yes,No,No,Radio/news,Safety and Security,No
14,BAKIN KASUWA ,TARABA,LAU,JIMLARI,9.0974,11.47989,No,,No,Yes,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,2,0,0,0,0,2,2,2,2,0,0,8,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<75%,<50%,<25%,Kitchen sets,On-site (<10 mn),Protected well,10 - 15 ltr,No,Yes,Not so good (Not hygienic),2,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Malaria,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<25%,Petty trade,Yes,No,No,Radio/news,Other relief assistance,No
14,ANGUWAN SARKI ,TARABA,LAU,LAU I,9.20761,11.28607,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Individual house,7,2,1,2,0,18,15,12,15,3,5,73,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<50%,<50%,<25%,Kitchen sets,Off-site (<10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),6,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,Fever,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<50%,Fishing,Yes,No,No,Radio/news,Other relief assistance,No
14,ANGUWAN KAJI ,TARABA,LAU,LAU I,9.20951,11.27686,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,7,0,0,5,5,16,15,12,13,0,0,66,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,<25%,<25%,Kitchen sets,Off-site (<10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),7,Garbage pit,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<50%,Daily labourer,Yes,No,No,Radio/news,Safety and Security,No
14,KAROFI,TARABA,LAU,LAU I,9.20822,11.27744,No,,No,Yes,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,6,0,0,5,5,21,18,8,5,2,1,65,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<75%,<50%,<25%,Kitchen sets,On-site (<10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),6,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Fever,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<75%,Collecting firewood,Yes,No,No,Radio/news,Situation in areas of origin,No
14,SHEIK ABOKI AREA,TARABA,LAU,LAU I,9.21039,11.27637,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,6,0,0,0,0,16,15,14,13,3,3,64,No,Place of origin,Lack of safety,None,None,None,>75%,<50%,<25%,<25%,<25%,Kitchen sets,Off-site (<10 mn),Water truck,>15 ltr,No,Yes,Not so good (Not hygienic),6,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,Fever,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<50%,Daily labourer,Yes,No,No,Radio/news,Situation in areas of origin,No
14,ANGUWAN KASA,TARABA,LAU,LAU I,9.21018,11.27581,No,,No,No,No,Yes,No,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,7,0,0,12,10,10,11,7,10,0,0,60,No,Place of origin,Lack of safety,None,None,None,>75%,<75%,<50%,<25%,<25%,Plastic sheeting,Off-site (>10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),7,Garbage pit,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,Cultivated,No,Diarrhea,No,Yes,Off-site (>3 km),Local clinic,Yes,Off-site,>75%,Farming,Yes,No,Yes,Radio/news,Situation in areas of origin,No
14,BAKIN KASUWA ,TARABA,LAU,MAYO LOPE,9.24102,11.68015,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,4,2,4,3,2,4,5,8,11,1,4,44,No,Place of origin,Basic infrastructures damaged/flooded,None,None,None,>75%,<25%,<25%,<50%,<25%,Kitchen sets,Off-site (<10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),7,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,Skin disease,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<25%,Daily labourer,Yes,No,No,Mobile phone,Other relief assistance,No
14,SAYONTI,TARABA,LAU,MAYO LOPE,9.23845,11.67855,No,,No,No,No,Yes,No,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,4,0,2,3,4,3,6,9,11,2,3,43,No,Place of origin,Basic infrastructures damaged/flooded,None,None,None,>75%,<25%,<25%,<25%,<25%,Kitchen sets,Off-site (<10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),3,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,Yes,Never,Cultivated,No,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<75%,Agro-pastoralism,Yes,Yes,Yes,Radio/news,Other relief assistance,No
14,GIDAN HAKIMI ,TARABA,LAU,MAYO LOPE,9.24276,11.68015,No,,No,No,No,Yes,Yes,No,No,Yes,Host Communities,Host Communities,Private Building,Host family house,3,2,1,2,4,4,6,8,11,2,3,43,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<50%,<25%,<25%,Blankets/Mats,Off-site (>10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),5,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<50%,Daily labourer,Yes,No,No,Mobile phone,Situation in areas of origin,No
14,DADINKOWA,TARABA,SARDAUNA,GEMBU 'A',6.71489,11.25578,No,,No,No,Yes,Yes,No,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,24,4,7,8,14,13,14,29,32,0,0,121,Yes,Place of origin,Lack of safety,None,None,None,>75%,None,<50%,<75%,None,Kitchen sets,Off-site (>10 mn),Protected well,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,Cultivated,No,Fever,Yes,Yes,On-site (>3 km),Government,Yes,On-site,<25%,Farming,Yes,No,Yes,Radio/news,Situation in areas of origin,No
14,KAKA QUARTERS,TARABA,SARDAUNA,GEMBU 'A',6.71489,11.2558,No,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,52,12,17,23,24,33,39,51,62,0,0,261,Yes,Place of origin,No livelihood,None,None,None,>75%,None,<25%,<75%,None,Kitchen sets,On-site (>10 mn),Protected well,10 - 15 ltr,Yes,No,Not so good (Not hygienic),25,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,Cultivated,No,Fever,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,None,Farming,Yes,No,Yes,Radio/news,Situation in areas of origin,No
14,FURMI,TARABA,SARDAUNA,MAGU,6.90618,11.06975,No,,No,No,No,Yes,No,Yes,No,Yes,Host Communities,Host Communities,Private Building,Individual house,7,0,1,4,3,7,8,5,7,0,1,36,Yes,Place of origin,No livelihood,None,None,None,>75%,<25%,<25%,<75%,<25%,Kitchen sets,Off-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,Cultivated,No,Fever,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,None,Farming,Yes,No,Yes,Radio/news,Other relief assistance,No
14,ANGWAN TASHA,TARABA,SARDAUNA,NGUROJE,6.95679,11.11802,No,,No,No,Yes,Yes,No,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,8,1,1,7,6,8,9,9,6,0,0,47,Yes,Place of origin,No livelihood,None,None,None,>75%,None,<25%,<75%,None,Kitchen sets,Off-site (>10 mn),Protected well,10 - 15 ltr,Yes,No,Not so good (Not hygienic),6,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,Cultivated,No,Malaria,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<25%,Farming,Yes,No,Yes,Radio/news,Situation in areas of origin,No
14,MAISAMARI ANGUWAN JAURO,TARABA,SARDAUNA,NGUROJE,7.16353,11.08151,No,,No,No,Yes,Yes,No,Yes,No,Yes,Host Communities,Host Communities,Private Building,Individual house,17,3,2,12,9,10,14,20,13,0,0,83,Yes,Place of origin,No livelihood,None,None,None,>75%,None,<25%,<25%,None,Kitchen sets,Off-site (>10 mn),Protected well,10 - 15 ltr,Yes,No,Not so good (Not hygienic),8,No waste disposal system,Yes,Yes but no soap/water inside,No,No,No,Yes,Never,Cultivated,No,Fever,Yes,Yes,On-site (>3 km),Local clinic,Yes,Off-site,<25%,Farming,Yes,No,Yes,Radio/news,Situation in areas of origin,No
