SURVEY ROUND,SITE ID,SITE NAME,STATE,LGA,WARD,STATUS,LATITUDE,LONGITUDE,SITE MANAGEMENT AGENCY (SMA),SMA TYPE,REGISTRATION ACTIVITY,SUPPORT WASH,SUPPORT HEALTH,SUPPORT SHELTER/NFI,SUPPORT FOOD,SUPPORT PROTECTION,SUPPORT EDUCATION,SUPPORT LIVELIHOOD,SITE CLASSIFICATION,SITE TYPE,LAND OWNERSHIP,COMMON SHELTER TYPE,NO OF HOUSEHOLDS,INFANTS MALE,INFANTS FEMALE,CHILDREN MALE,CHILDREN FEMALE,YOUTH MALE,YOUTH FEMALE,ADULT MALE,ADULT FEMALE,ELDERLY MALE,ELDERLY FEMALE,TOTAL NUMBER OF IDPS,PREVIOUSLY BEEN DISPLACED,INTENDED RETURN AREA,WHY NOT RETURN,NO SHELTER,TENTS,MAKESHIFT,INDOORS,ACCESS ELECTRICITY,ACCESS SAFE COOKING,HAVE PRIVATE AREAS,HAVE MOSQUITO NETS,MOST NEEDED NFI,WATER SOURCE LOCATION,DRINKING WATER SOURCE,WATER CONSUMPTION,DRINKING WATER POTABLE,DRINKING WATER QUALITY COMPLAINTS,LATRINE CONDITION,FUNCTIONING TOILET,GARBAGE DISPOSAL,SOLID WASTE PROBLEM,HAND WASHING STATIONS,HYGIENE PROMOTION CAMPAIGN,OPEN DEFECATION,ACCESS TO FOOD,ACCESS TO MARKET,DISTRIBUTION FREQUENCY,OBTAINING FOOD,MALNUTRITION SCREENING,MOST PREVALENT HEALTH PROBLEM,ACCESS TO MEDICINE,ACCESS TO HEALTH FACILITY,LOCATION HEALTH FACILITY,HEALTH FACILITIES PROVIDER,ACCESS TO EDUCATION,EDUCATION LOCATION,ATTENDING SCHOOL,MAJORITY OCCUPATION,ACCESS TO INCOME,LIVESTOCK,CULTIVATION,SOURCE OF INFORMATION FOR MOST RESIDENTS,MAIN TOPIC IDP'S ARE REQUESTING INFORMATION,SERIOUS PROBLEM DUE TO LACK OF INFORMATION
14,BO_S169,BAGA PRIMARY SCHOOL,BORNO,KUKAWA,BAGA,INFORMAL,13.09478,13.82031,No,NULL,No,Yes,No,Yes,No,Yes,No,No,Spontaneous,Camp,Public/Government,School,169,23,34,80,76,139,144,139,145,27,38,845,No,Place of origin,Accessibility,None,None,None,>75%,None,<50%,<50%,None,Blankets/Mats,On-site (<10 mn),Lake/dam,5 - 10 ltr,No,Yes,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,No,Malaria,No,Yes,Off-site (<3 km),INGO,No,None,None,Petty trade,Yes,Yes,No,Radio/news,Safety and Security,No
14,BO_S170,QUARTERS CAMP,BORNO,KUKAWA,KAUWA,INFORMAL,12.940123,13.674508,No,NULL,No,No,No,Yes,No,No,No,No,Spontaneous,Camp,Public/Government,Self-made tents,262,33,42,54,75,185,189,235,375,81,91,1360,No,Place of origin,Lack of safety,<25%,None,<50%,<50%,None,<25%,None,<25%,Blankets/Mats,Off-site (<10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,No,Never,Cultivated,No,Cough,No,No,None,None,No,None,None,None,No,Yes,Yes,Families/Friends,Safety and Security,No
14,BO_S171,JUNIOR PRIMARYSCHOOL,BORNO,KUKAWA,KAUWA,INFORMAL,12.925035,13.566686,No,NULL,No,No,No,Yes,No,No,No,No,Spontaneous,Camp,Public/Government,Self-made tents,151,26,41,36,42,50,82,174,282,40,52,825,No,Place of origin,Lack of safety,<25%,None,<75%,<25%,None,<25%,None,None,Blankets/Mats,Off-site (>10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,No,No,Never,Cultivated,No,Cough,No,No,None,None,No,None,None,None,No,Yes,Yes,Radio/news,Safety and Security,No
14,BO_S144,MAFA PRIMARY SCHOOL CAMP,BORNO,MAFA,MA'AFA,INFORMAL,11.92446,13.59835,Yes,INGO,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,815,23,49,251,415,421,801,741,1214,104,131,4150,No,Place of origin,House damaged/destroyed,<25%,<50%,<25%,<50%,<25%,<25%,<25%,>75%,Kitchen sets,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),10,No waste disposal system,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Diarrhea,Yes,Yes,On-site (<3 km),INGO,No,None,None,Pastoralism,Yes,No,Yes,Families/Friends,How to get information,Yes
14,BO_S014,TEACHERS VILLAGE,BORNO,MAIDUGURI M. C.,BOLORI  I,FORMAL,11.84301,13.09909,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,1712,197,182,563,466,1425,852,1037,2197,119,102,7140,Yes,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),125,Burning,Yes,Yes,Yes,Yes,"Yes, on site",No,Once a month,Distribution,Yes,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<75%,Petty trade,Yes,Yes,No,Families/Friends,Safety and Security,No
14,BO_S024,GARBA BUZU QRT,BORNO,MAIDUGURI M. C.,BOLORI  I,INFORMAL,11.85064,13.11182,No,NULL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,518,90,93,190,232,441,448,410,626,47,33,2610,No,Place of origin,Lack of safety,None,<25%,<25%,>75%,None,<75%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),6,Burning,Yes,Yes,Yes,Yes,"Yes, off site",No,Everyday,Cash,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,>75%,Daily labourer,Yes,Yes,No,Local Leader,Access to services,Yes
14,BO_S025,SABONGARI BUZU CAMP,BORNO,MAIDUGURI M. C.,BOLORI  I,INFORMAL,11.84705,13.10925,No,NULL,Yes,Yes,No,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Private Building,School,150,34,34,69,73,132,150,178,150,7,5,832,No,Place of origin,Lack of safety,<25%,<75%,<50%,<75%,None,<50%,<75%,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),2,Burning,No,Yes,Yes,Yes,"Yes, on site",No,Everyday,Cash,No,Malaria,No,Yes,Off-site (>3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,No,No,Radio/news,Safety and Security,No
14,BO_S042,FEDERAL LOW COST CHEZCOAN CAMP,BORNO,MAIDUGURI M. C.,BOLORI  I,INFORMAL,11.86615,13.11689,No,NULL,Yes,No,No,Yes,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Community center,100,8,10,11,13,34,36,70,60,4,4,250,No,Place of origin,Lack of safety,<25%,None,None,>75%,None,<25%,<25%,>75%,Blankets/Mats,Off-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),14,Burning,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Malnutrition,No,Yes,Off-site (>3 km),Government,Yes,Off-site,<25%,Petty trade,Yes,No,No,Families/Friends,Safety and Security,No
14,BO_S043,LIVING FAITH CHURCH,BORNO,MAIDUGURI M. C.,BOLORI  I,INFORMAL,11.83726,13.10075,No,NULL,Yes,No,No,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Bunk houses,11,4,2,7,10,16,19,10,12,0,0,80,Yes,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,<25%,Blankets/Mats,Off-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),10,Burning,Yes,Yes,No,Yes,"Yes, on site",No,Irregular,Cash,No,Cough,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,No,No,Families/Friends,Safety and Security,No
14,BO_S084,BULLET QUARTERS CAMP,BORNO,MAIDUGURI M. C.,BOLORI  I,INFORMAL,11.85591,13.11015,No,NULL,Yes,Yes,Yes,No,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Bunk houses,29,2,2,13,14,22,27,31,29,4,0,144,No,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<50%,<25%,>75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),16,No waste disposal system,Yes,Yes,No,Yes,"Yes, on site",No,Everyday,Cash,No,Cough,No,Yes,On-site (<3 km),NGO,Yes,Off-site,<50%,Daily labourer,Yes,Yes,No,Radio/news,Safety and Security,No
14,BO_S130,DOGONGIDA CAMP,BORNO,MAIDUGURI M. C.,BOLORI  II,INFORMAL,11.87864,13.11939,No,NULL,No,No,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Individual house,41,10,9,36,34,54,63,29,41,2,10,288,No,Place of origin,House damaged/destroyed,None,None,<25%,>75%,None,<50%,<25%,>75%,Blankets/Mats,Off-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Non usable,1,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",No,Everyday,Cash,Yes,Cough,Yes,Yes,On-site (<3 km),NGO,No,None,None,Petty trade,Yes,No,No,Families/Friends,Safety and Security,No
14,BO_S157,DALA STANDARD,BORNO,MAIDUGURI M. C.,BOLORI  II,INFORMAL,11.88057,13.11907,No,NULL,No,No,No,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Host family house,11,7,5,7,6,15,16,11,12,1,2,82,No,Place of origin,Lack of safety,None,None,<25%,>75%,None,None,None,<75%,Blankets/Mats,Off-site (>10 mn),Piped water supply,10 - 15 ltr,Yes,No,Non usable,0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",No,Everyday,Cash,Yes,Cough,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Petty trade,Yes,No,No,Families/Friends,Safety and Security,No
14,BO_S048,KASUWA SHANU GIDAN KIFI ,BORNO,MAIDUGURI M. C.,GAMBORU LIBERTY,INFORMAL,11.85737,13.18098,No,NULL,Yes,Yes,No,No,No,Yes,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,40,20,17,51,39,44,50,45,62,7,5,340,No,Place of origin,Lack of safety,None,None,>75%,None,<50%,<50%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes,Yes,Yes,"Yes, off site",Yes,Irregular,Distribution,No,Malaria,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<50%,Daily labourer,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BO_S147,ALLAMIN DAGASH GARAGE,BORNO,MAIDUGURI M. C.,GAMBORU LIBERTY,INFORMAL,11.85737,13.16797,No,NULL,No,No,No,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,33,10,12,15,11,32,30,25,40,7,3,185,Yes,Place of origin,Lack of safety,<25%,None,>75%,None,<75%,<25%,None,<25%,Blankets/Mats,Off-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),3,Burning,No,Yes,No,No,"Yes, off site",Yes,Irregular,Cash,No,Malaria,No,No,None,None,Yes,Off-site,<25%,Petty trade,No,No,No,Radio/news,Situation in areas of origin,No
14,BO_S012,EYN CAMP,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,FORMAL,11.83418,13.1358,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Spontaneous,Camp,Public/Government,Tents,230,23,28,71,98,355,489,179,224,8,9,1484,No,Place of origin,Lack of safety,None,<75%,<50%,<25%,<25%,<50%,<75%,<75%,Plastic sheeting,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),30,Burning,No,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<75%,Daily labourer,No,No,Yes,Site Management,Other relief assistance,No
14,BO_S039,DUJIMA CAMP,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,INFORMAL,11.8493,13.14018,No,NULL,Yes,No,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Host family house,27,9,7,11,18,13,30,26,35,5,6,160,No,Place of origin,Lack of safety,None,None,<25%,>75%,<25%,<75%,<50%,>75%,Blankets/Mats,Off-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),3,Burning,No,Yes,No,No,"Yes, off site",No,Irregular,Cash,No,Malaria,No,Yes,On-site (<3 km),Government,Yes,Off-site,<50%,Daily labourer,No,Yes,No,Radio/news,Distribution,No
14,BO_S040,DCC SHUWARI CAMP,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,FORMAL,11.84407,13.11736,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Open lot,92,32,22,37,61,55,92,103,103,19,19,543,No,Place of origin,Lack of safety,None,>75%,<25%,<25%,None,>75%,<75%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Good (Hygienic),17,Burning,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<75%,Daily labourer,Yes,No,No,Radio/news,Situation in areas of origin,No
14,BO_S086,GREMA MOHAMMED COMPANY ,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,INFORMAL,11.84887,13.14298,No,NULL,No,Yes,No,Yes,No,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,43,4,6,12,19,32,44,43,53,1,2,216,Yes,Place of origin,Lack of safety,None,None,<75%,<50%,<50%,<25%,<25%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Good (Hygienic),5,Burning,Yes,Yes,No,No,"Yes, off site",No,Irregular,Cash,No,Malaria,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<25%,Daily labourer,No,No,No,Radio/news,Other relief assistance,No
14,BO_S106,GIDAN MANDARA ,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,INFORMAL,11.85561,13.15097,No,NULL,No,Yes,No,Yes,No,Yes,Yes,No,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,42,4,8,19,22,48,30,38,50,5,11,235,No,Place of origin,Lack of safety,None,None,None,>75%,>75%,<25%,<25%,>75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Malaria,No,No,None,None,Yes,On-site,<50%,Petty trade,Yes,No,No,Radio/news,Other relief assistance,No
14,BO_S013,MOGCOLIS CAMP,BORNO,MAIDUGURI M. C.,MAFONI,FORMAL,11.84575,13.14911,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,996,227,282,330,337,331,349,632,630,76,75,3269,No,Place of origin,Lack of safety,<25%,None,<50%,>75%,None,>75%,<75%,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),48,Burning,No,Yes,Yes,No,"Yes, on site",Yes,Once a month,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<50%,Petty trade,Yes,No,No,Site Management,Distribution,No
14,BO_S009,NYSC CAMP BORNO,BORNO,MAIDUGURI M. C.,MAISANDARI,FORMAL,11.08351,13.69168,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Host family house,787,123,208,138,371,990,1060,980,991,56,64,4981,No,Place of origin,Lack of safety,None,<75%,<25%,<50%,None,<25%,None,>75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),109,Garbage pit,Yes,Yes,No,Yes,"Yes, on site",No,Irregular,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<75%,Petty trade,Yes,No,No,Families/Friends,Safety and Security,No
14,BO_S010,BAKASI CAMP,BORNO,MAIDUGURI M. C.,MAISANDARI,FORMAL,11.78812,13.114,Yes,Government,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Planned,Collective Settlement/Centre,Public/Government,Tents,5656,769,1070,1057,1560,2862,4996,2429,5161,585,1065,21554,Yes,Place of origin,Lack of safety,None,<75%,None,<50%,None,<75%,<75%,<25%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),1018,Burning,No,Yes,Yes,No,"Yes, on site",No,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<75%,Petty trade,Yes,No,No,Families/Friends,Other relief assistance,No
14,BO_S019,CAN CATHOLIC SECRETARIAT,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.7891,13.1393,No,NULL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Community center,44,6,6,27,37,24,33,40,50,2,3,228,No,Place of origin,Lack of safety,None,<50%,None,<50%,None,<75%,<50%,>75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),9,Garbage pit,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Cough,No,No,None,None,Yes,Off-site,>75%,Farming,Yes,No,Yes,Mobile phone,Situation in areas of origin,No
14,BO_S041,SULEIMANTI,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.79619,13.13454,No,NULL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Tents,80,7,6,48,60,51,60,40,62,3,5,342,No,Place of origin,Accessibility,None,>75%,<25%,None,None,<50%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),12,Garbage pit,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<75%,Daily labourer,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BO_S083,NURSING VILLAGE,BORNO,MAIDUGURI M. C.,MAISANDARI,FORMAL,11.83123,13.11716,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,460,37,93,265,275,230,240,265,270,19,32,1726,No,Place of origin,Accessibility,None,None,None,>75%,None,<75%,<75%,<50%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),46,Garbage pit,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,No,None,None,Petty trade,Yes,No,No,Site Management,Safety and Security,No
14,BO_S102,KADUWA I,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.7911,13.13164,No,NULL,Yes,No,Yes,No,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,50,7,11,29,37,37,40,34,44,5,6,250,No,Place of origin,Lack of safety,None,<25%,>75%,None,None,>75%,None,<50%,Blankets/Mats,Off-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),8,Burning,No,Yes,No,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,>75%,Collecting firewood,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BO_S103,KADUWA II,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.78975,13.13247,Yes,Individual/Private,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Tents,43,8,11,16,12,19,20,29,20,4,8,147,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,<75%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),9,Garbage pit,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<75%,Farming,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BO_S104,ALI DAWARI II,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.79025,13.13292,No,NULL,Yes,No,Yes,No,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,31,4,5,17,20,18,22,24,38,2,5,155,No,Place of origin,Accessibility,None,<25%,>75%,None,None,<75%,None,<75%,Blankets/Mats,Off-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),5,Garbage pit,Yes,Yes,No,No,"Yes, off site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<75%,Collecting firewood,Yes,No,Yes,Families/Friends,Situation in areas of origin,No
14,BO_S105,ALI DAWARI I CAMP,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.79067,13.13278,No,NULL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Tents,36,4,5,24,29,22,27,23,41,6,8,189,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,None,<50%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),6,Burning,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<50%,Collecting firewood,Yes,No,Yes,Radio/news,Safety and Security,No
14,BO_S107,BULABULIN GAURA,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.78958,13.13353,No,NULL,Yes,No,Yes,No,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Tents,53,4,6,24,32,36,43,55,83,2,5,290,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,<75%,<75%,<75%,Blankets/Mats,Off-site (>10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),6,Garbage pit,Yes,Yes,No,Yes,"Yes, off site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<75%,Collecting firewood,Yes,No,Yes,Local Leader,Situation in areas of origin,No
14,BO_S115,AJIRI,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.79369,13.1331,No,NULL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,29,4,8,18,23,16,26,22,27,2,3,149,No,Place of origin,Lack of safety,None,<25%,>75%,None,None,>75%,None,>75%,Blankets/Mats,Off-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),6,Garbage pit,Yes,Yes,No,No,"Yes, off site",Yes,Everyday,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<75%,Collecting firewood,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BO_S116,AWULAM CAMP,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.7899,13.13425,No,NULL,Yes,No,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Tents,28,2,1,18,22,20,23,22,36,0,2,146,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,>75%,<50%,>75%,Blankets/Mats,Off-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),3,Burning,Yes,Yes,Yes,No,"Yes, off site",Yes,Everyday,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<50%,Collecting firewood,Yes,No,Yes,Radio/news,Situation in areas of origin,No
14,BO_S117,YAJIWA CAMP KUSHERI,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.78871,13.13064,No,NULL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Tents,58,2,4,23,37,28,40,71,85,2,3,295,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,<75%,None,<75%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),4,Garbage pit,Yes,Yes,No,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<75%,Farming,Yes,No,Yes,Radio/news,Situation in areas of origin,No
14,BO_S121,DALWA,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.79422,13.13336,No,NULL,Yes,Yes,Yes,No,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,37,4,4,17,21,29,22,22,31,2,3,155,No,Place of origin,Accessibility,None,<25%,>75%,None,None,<75%,<75%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),4,Garbage pit,No,Yes,Yes,No,"Yes, off site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<75%,Collecting firewood,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BO_S123,KUSHERI BULAMANI,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.79093,13.13215,No,NULL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Tents,18,2,6,10,14,11,13,17,20,4,5,102,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,<75%,None,<75%,Plastic sheeting,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),4,Burning,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<75%,Collecting firewood,Yes,No,Yes,Radio/news,Situation in areas of origin,No
14,BO_S148,ABULAM,BORNO,MAIDUGURI M. C.,MAISANDARI,INFORMAL,11.79163,13.1514,No,NULL,Yes,Yes,Yes,No,No,No,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,25,2,1,15,20,18,27,15,19,2,4,123,No,Place of origin,Lack of safety,None,<25%,>75%,None,None,<50%,<50%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),4,Garbage pit,Yes,Yes,Yes,No,"Yes, off site",Yes,Irregular,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,>75%,Daily labourer,Yes,No,Yes,Radio/news,Safety and Security,No
